,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1501,1930-07-19,Chile,France,1.0,0.0,FIFA World Cup,Montevideo,Uruguay,True
1502,1930-07-20,Belgium,Paraguay,0.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
1505,1930-07-22,Argentina,Chile,3.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
1507,1930-07-26,Argentina,United States,6.0,1.0,FIFA World Cup,Montevideo,Uruguay,True
1509,1930-07-30,Uruguay,Argentina,4.0,2.0,FIFA World Cup,Montevideo,Uruguay,False
1510,1930-08-01,Brazil,France,3.0,2.0,Friendly,Rio de Janeiro,Brazil,False
1511,1930-08-03,Argentina,Yugoslavia,3.0,1.0,Friendly,Buenos Aires,Argentina,False
1517,1930-08-17,Brazil,United States,4.0,3.0,Friendly,Rio de Janeiro,Brazil,False
1522,1930-09-21,Belgium,Czechoslovakia,2.0,3.0,Friendly,Antwerp,Belgium,False
1523,1930-09-21,Norway,Denmark,1.0,0.0,Nordic Championship,Oslo,Norway,False
1524,1930-09-28,Belgium,Sweden,2.0,2.0,Friendly,Liège,Belgium,False
1529,1930-10-20,England,Northern Ireland,5.0,1.0,British Home Championship,Sheffield,England,False
1533,1930-11-02,Germany,Norway,1.0,1.0,Friendly,Breslau,Germany,False
1534,1930-11-02,Switzerland,Netherlands,6.0,3.0,Friendly,Zürich,Switzerland,False
1537,1930-11-22,Wales,England,0.0,4.0,British Home Championship,Wrexham,Wales,False
1538,1930-11-30,Portugal,Spain,0.0,1.0,Friendly,Porto,Portugal,False
1539,1930-12-07,France,Belgium,2.0,2.0,Friendly,Montrouge,France,False
1542,1931-01-25,Italy,France,5.0,0.0,Friendly,Bologna,Italy,False
1545,1931-02-15,France,Czechoslovakia,1.0,2.0,Friendly,Colombes,France,False
1555,1931-03-15,France,Germany,1.0,0.0,Friendly,Colombes,France,False
1558,1931-03-28,Scotland,England,2.0,0.0,British Home Championship,Glasgow,Scotland,False
1559,1931-03-29,Netherlands,Belgium,3.0,2.0,Friendly,Amsterdam,Netherlands,False
1560,1931-03-29,Switzerland,Italy,1.0,1.0,Central European International Cup,Bern,Switzerland,False
1563,1931-04-12,Hungary,Switzerland,6.0,2.0,Central European International Cup,Budapest,Hungary,False
1564,1931-04-12,Portugal,Italy,0.0,2.0,Friendly,Porto,Portugal,False
1566,1931-04-19,Paraguay,Argentina,0.0,1.0,Friendly,Asunción,Paraguay,False
1567,1931-04-19,Spain,Italy,0.0,0.0,Friendly,Bilbao,Spain,False
1570,1931-04-25,Paraguay,Argentina,1.0,1.0,Friendly,Asunción,Paraguay,False
1572,1931-04-26,Spain,Republic of Ireland,1.0,1.0,Friendly,Barcelona,Spain,False
1575,1931-05-03,Belgium,Netherlands,4.0,2.0,Friendly,Antwerp,Belgium,False
1577,1931-05-14,France,England,5.0,2.0,Friendly,Colombes,France,False
1579,1931-05-16,Belgium,England,1.0,4.0,Friendly,Brussels,Belgium,False
1583,1931-05-24,Switzerland,Scotland,2.0,3.0,Friendly,Geneva,Switzerland,False
1584,1931-05-25,Denmark,Norway,3.0,1.0,Nordic Championship,Copenhagen,Denmark,False
1586,1931-05-31,Portugal,Belgium,3.0,2.0,Friendly,Lisbon,Portugal,False
1588,1931-06-13,Czechoslovakia,Switzerland,7.0,3.0,Central European International Cup,Prague,Czechoslovakia,False
1591,1931-06-16,Austria,Switzerland,2.0,0.0,Friendly,Vienna,Austria,False
1594,1931-06-21,Norway,Germany,2.0,2.0,Friendly,Oslo,Norway,False
1599,1931-07-04,Argentina,Paraguay,1.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1602,1931-07-09,Argentina,Paraguay,3.0,1.0,Copa Chevallier Boutell,Buenos Aires,Argentina,False
1612,1931-09-06,Finland,Norway,4.0,4.0,Nordic Championship,Helsinki,Finland,False
1619,1931-09-27,Norway,Sweden,2.0,1.0,Nordic Championship,Oslo,Norway,False
1623,1931-10-11,Belgium,Poland,2.0,1.0,Friendly,Brussels,Belgium,False
1626,1931-10-17,Northern Ireland,England,2.0,6.0,British Home Championship,Belfast,Northern Ireland,False
1632,1931-11-18,England,Wales,3.0,1.0,British Home Championship,Liverpool,England,False
1633,1931-11-29,France,Netherlands,3.0,4.0,Friendly,Colombes,France,False
1635,1931-11-29,Switzerland,Austria,1.0,8.0,Central European International Cup,Basel,Switzerland,False
1637,1931-12-06,Belgium,Switzerland,2.0,1.0,Friendly,Brussels,Belgium,False
1638,1931-12-09,England,Spain,7.0,1.0,Friendly,London,England,False
1639,1931-12-13,Republic of Ireland,Spain,0.0,5.0,Friendly,Dublin,Irish Free State,False
1641,1932-02-14,Italy,Switzerland,3.0,0.0,Central European International Cup,Naples,Italy,False
1642,1932-02-19,Egypt,Hungary,0.0,0.0,Friendly,Cairo,Egypt,False
1643,1932-03-06,Germany,Switzerland,2.0,0.0,Friendly,Leipzig,Germany,False
1646,1932-03-20,Belgium,Netherlands,1.0,4.0,Friendly,Antwerp,Belgium,False
1649,1932-03-20,Switzerland,France,3.0,3.0,Friendly,Bern,Switzerland,False
1653,1932-04-09,England,Scotland,3.0,0.0,British Home Championship,London,England,False
1654,1932-04-10,France,Italy,1.0,2.0,Friendly,Colombes,France,False
1658,1932-04-17,Netherlands,Belgium,2.0,1.0,Friendly,Amsterdam,Netherlands,False
1659,1932-04-17,Switzerland,Czechoslovakia,5.0,1.0,Central European International Cup,Zürich,Switzerland,False
1664,1932-04-24,Spain,Yugoslavia,2.0,1.0,Friendly,Oviedo,Spain,False
1667,1932-05-01,Belgium,France,5.0,2.0,Friendly,Brussels,Belgium,False
1668,1932-05-03,Portugal,Yugoslavia,3.0,2.0,Friendly,Lisbon,Portugal,False
1669,1932-05-08,France,Scotland,1.0,3.0,Friendly,Colombes,France,False
1672,1932-05-15,Argentina,Uruguay,2.0,0.0,Friendly,Buenos Aires,Argentina,False
1674,1932-05-18,Uruguay,Argentina,1.0,0.0,Friendly,Montevideo,Uruguay,False
1679,1932-06-05,Denmark,Belgium,3.0,4.0,Friendly,Copenhagen,Denmark,False
1680,1932-06-05,Norway,Estonia,3.0,0.0,Friendly,Oslo,Norway,False
1681,1932-06-05,Yugoslavia,France,2.0,1.0,Friendly,Belgrade,Yugoslavia,False
1682,1932-06-09,Bulgaria,France,3.0,5.0,Friendly,Sofia,Bulgaria,False
1684,1932-06-12,Romania,France,6.0,3.0,Friendly,Bucharest,Romania,False
1685,1932-06-12,Sweden,Belgium,3.0,1.0,Friendly,Stockholm,Sweden,False
1686,1932-06-17,Norway,Finland,2.0,1.0,Nordic Championship,Oslo,Norway,False
1688,1932-06-19,Switzerland,Hungary,3.0,1.0,Central European International Cup,Bern,Switzerland,False
1695,1932-07-01,Sweden,Norway,1.0,4.0,Nordic Championship,Gothenburg,Sweden,False
1714,1932-09-25,Norway,Denmark,1.0,2.0,Nordic Championship,Oslo,Norway,False
1720,1932-10-17,England,Northern Ireland,1.0,0.0,British Home Championship,Blackpool,England,False
1721,1932-10-23,Austria,Switzerland,3.0,1.0,Central European International Cup,Vienna,Austria,False
1726,1932-11-06,Switzerland,Sweden,2.0,1.0,Friendly,Basel,Switzerland,False
1727,1932-11-16,Wales,England,0.0,0.0,British Home Championship,Wrexham,Wales,False
1731,1932-12-07,England,Austria,4.0,3.0,Friendly,London,England,False
1733,1932-12-11,Belgium,Austria,1.0,6.0,Friendly,Brussels,Belgium,False
1735,1933-01-21,Uruguay,Argentina,2.0,1.0,Friendly,Montevideo,Uruguay,False
1736,1933-01-22,Netherlands,Switzerland,0.0,2.0,Friendly,Amsterdam,Netherlands,False
1737,1933-01-29,Portugal,Hungary,1.0,0.0,Friendly,Lisbon,Portugal,False
1738,1933-02-05,Argentina,Uruguay,4.0,1.0,Friendly,Avellaneda,Argentina,False
1739,1933-02-12,Belgium,Italy,2.0,3.0,Friendly,Brussels,Belgium,False
1740,1933-02-12,France,Austria,0.0,4.0,Friendly,Paris,France,False
1742,1933-03-12,Switzerland,Belgium,3.0,3.0,Friendly,Zürich,Switzerland,False
1743,1933-03-19,Germany,France,3.0,3.0,Friendly,Berlin,Germany,False
1745,1933-03-26,France,Belgium,3.0,0.0,Friendly,Colombes,France,False
1746,1933-04-01,Scotland,England,2.0,1.0,British Home Championship,Glasgow,Scotland,False
1747,1933-04-02,Spain,Portugal,3.0,0.0,Friendly,Vigo,Spain,False
1748,1933-04-02,Switzerland,Italy,0.0,3.0,Central European International Cup,Geneva,Switzerland,False
1751,1933-04-09,Belgium,Netherlands,1.0,3.0,Friendly,Antwerp,Belgium,False
1752,1933-04-23,France,Spain,1.0,0.0,Friendly,Colombes,France,False
1754,1933-04-30,Yugoslavia,Spain,1.0,1.0,Friendly,Belgrade,Yugoslavia,False
1757,1933-05-07,Netherlands,Belgium,1.0,2.0,Friendly,Amsterdam,Netherlands,False
1758,1933-05-07,Switzerland,Yugoslavia,4.0,1.0,Friendly,Zürich,Switzerland,False
1759,1933-05-13,Italy,England,1.0,1.0,Friendly,Rome,Italy,False
1760,1933-05-20,Switzerland,England,0.0,4.0,Friendly,Bern,Switzerland,False
1761,1933-05-21,Spain,Bulgaria,13.0,0.0,Friendly,Madrid,Spain,False
1762,1933-05-25,France,Wales,1.0,1.0,Friendly,Colombes,France,False
1765,1933-06-04,Poland,Belgium,0.0,1.0,Friendly,Warsaw,Poland,False
1770,1933-06-10,Czechoslovakia,France,4.0,0.0,Friendly,Prague,Czechoslovakia,False
1771,1933-06-11,Austria,Belgium,4.0,1.0,Friendly,Vienna,Austria,False
1772,1933-06-11,Denmark,Norway,2.0,2.0,Nordic Championship,Copenhagen,Denmark,False
1790,1933-09-03,Finland,Norway,1.0,5.0,Nordic Championship,Helsinki,Finland,False
1796,1933-09-17,Hungary,Switzerland,3.0,0.0,Central European International Cup,Budapest,Hungary,False
1797,1933-09-24,Norway,Sweden,0.0,1.0,Nordic Championship,Oslo,Norway,False
1798,1933-09-24,Yugoslavia,Switzerland,2.0,2.0,FIFA World Cup qualification,Belgrade,Yugoslavia,False
1805,1933-10-14,Northern Ireland,England,0.0,3.0,British Home Championship,Belfast,Northern Ireland,False
1807,1933-10-22,Germany,Belgium,8.0,1.0,Friendly,Duisburg,Germany,False
1813,1933-10-29,Switzerland,Romania,2.0,2.0,FIFA World Cup qualification,Bern,Switzerland,False
1818,1933-11-05,Germany,Norway,2.0,2.0,Friendly,Magdeburg,Germany,False
1820,1933-11-15,England,Wales,1.0,2.0,British Home Championship,Newcastle,England,False
1821,1933-11-19,Switzerland,Germany,0.0,2.0,Friendly,Zürich,Switzerland,False
1822,1933-11-26,Belgium,Denmark,2.0,2.0,Friendly,Brussels,Belgium,False
1825,1933-12-03,Italy,Switzerland,5.0,2.0,Central European International Cup,Florence,Italy,False
1826,1933-12-06,England,France,4.0,1.0,Friendly,London,England,False
1828,1933-12-14,Uruguay,Argentina,0.0,1.0,Friendly,Montevideo,Uruguay,False
1830,1934-01-21,Belgium,France,2.0,3.0,Friendly,Brussels,Belgium,False
1833,1934-02-02,Catalonia,Spain,0.0,2.0,Friendly,Barcelona,Spain,False
1836,1934-02-25,Republic of Ireland,Belgium,4.0,4.0,FIFA World Cup qualification,Dublin,Irish Free State,True
1838,1934-03-11,France,Switzerland,0.0,1.0,Friendly,Paris,France,False
1841,1934-03-11,Netherlands,Belgium,9.0,3.0,Friendly,Amsterdam,Netherlands,False
1842,1934-03-11,Spain,Portugal,9.0,0.0,FIFA World Cup qualification,Madrid,Spain,False
1844,1934-03-16,Egypt,Israel,7.0,1.0,FIFA World Cup qualification,Cairo,Egypt,False
1847,1934-03-18,Portugal,Spain,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False
1849,1934-03-25,France,Czechoslovakia,1.0,2.0,Friendly,Colombes,France,False
1851,1934-03-25,Switzerland,Austria,2.0,3.0,Central European International Cup,Geneva,Switzerland,False
1853,1934-04-06,Israel,Egypt,1.0,4.0,FIFA World Cup qualification,Tel Aviv,Mandatory Palestine,False
1856,1934-04-14,England,Scotland,3.0,0.0,British Home Championship,London,England,False
1858,1934-04-15,Luxembourg,France,1.0,6.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
1862,1934-04-29,Belgium,Netherlands,2.0,4.0,FIFA World Cup qualification,Antwerp,Belgium,False
1865,1934-05-10,Hungary,England,2.0,1.0,Friendly,Budapest,Hungary,False
1866,1934-05-10,Netherlands,France,4.0,5.0,Friendly,Amsterdam,Netherlands,False
1871,1934-05-16,Czechoslovakia,England,2.0,1.0,Friendly,Prague,Czechoslovakia,False
1876,1934-05-24,Mexico,United States,2.0,4.0,FIFA World Cup qualification,Rome,Italy,True
1877,1934-05-27,Argentina,Sweden,2.0,3.0,FIFA World Cup,Bologna,Italy,True
1878,1934-05-27,Austria,France,3.0,2.0,FIFA World Cup,Turin,Italy,True
1879,1934-05-27,Belgium,Germany,2.0,5.0,FIFA World Cup,Florence,Italy,True
1880,1934-05-27,Brazil,Spain,1.0,3.0,FIFA World Cup,Genoa,Italy,True
1882,1934-05-27,Egypt,Hungary,2.0,4.0,FIFA World Cup,Naples,Italy,True
1883,1934-05-27,Italy,United States,7.0,1.0,FIFA World Cup,Rome,Italy,False
1884,1934-05-27,Netherlands,Switzerland,2.0,3.0,FIFA World Cup,Milan,Italy,True
1886,1934-05-31,Czechoslovakia,Switzerland,3.0,2.0,FIFA World Cup,Turin,Italy,True
1888,1934-05-31,Italy,Spain,1.0,1.0,FIFA World Cup,Florence,Italy,False
1889,1934-06-01,Italy,Spain,1.0,0.0,FIFA World Cup,Florence,Italy,False
1900,1934-07-01,Sweden,Norway,3.0,3.0,Nordic Championship,Stockholm,Sweden,False
1902,1934-07-18,Uruguay,Argentina,2.0,2.0,Friendly,Montevideo,Uruguay,False
1911,1934-08-15,Argentina,Uruguay,1.0,0.0,Friendly,Avellaneda,Argentina,False
1915,1934-09-02,Norway,Finland,4.0,2.0,Nordic Championship,Oslo,Norway,False
1920,1934-09-23,Norway,Denmark,3.0,1.0,Nordic Championship,Oslo,Norway,False
1922,1934-09-29,Wales,England,0.0,4.0,British Home Championship,Cardiff,Wales,False
1927,1934-10-14,Switzerland,Czechoslovakia,2.0,2.0,Central European International Cup,Geneva,Switzerland,False
1929,1934-11-04,Switzerland,Netherlands,2.0,4.0,Friendly,Bern,Switzerland,False
1930,1934-11-11,Austria,Switzerland,3.0,0.0,Central European International Cup,Vienna,Austria,False
1931,1934-11-14,England,Italy,3.0,2.0,Friendly,London,England,False
1935,1934-12-16,France,Yugoslavia,3.0,2.0,Friendly,Paris,France,False
1942,1935-01-06,Argentina,Chile,4.0,1.0,Copa América,Lima,Peru,True
1945,1935-01-20,Peru,Argentina,1.0,4.0,Copa América,Lima,Peru,False
1946,1935-01-24,Spain,France,2.0,0.0,Friendly,Madrid,Spain,False
1948,1935-01-27,Argentina,Uruguay,0.0,3.0,Copa América,Lima,Peru,True
1949,1935-01-27,Germany,Switzerland,4.0,0.0,Friendly,Stuttgart,Germany,False
1950,1935-02-06,England,Northern Ireland,2.0,1.0,British Home Championship,Liverpool,England,False
1951,1935-02-17,Italy,France,2.0,1.0,Friendly,Rome,Italy,False
1954,1935-03-17,Czechoslovakia,Switzerland,3.0,1.0,Central European International Cup,Prague,Czechoslovakia,False
1955,1935-03-17,France,Germany,1.0,3.0,Friendly,Paris,France,False
1969,1935-03-31,Netherlands,Belgium,4.0,2.0,Friendly,Amsterdam,Netherlands,False
1976,1935-04-06,Scotland,England,2.0,0.0,British Home Championship,Glasgow,Scotland,False
1978,1935-04-14,Belgium,France,1.0,1.0,Friendly,Brussels,Belgium,False
1980,1935-04-14,Switzerland,Hungary,6.0,2.0,Central European International Cup,Zürich,Switzerland,False
1981,1935-04-28,Belgium,Germany,1.0,6.0,Friendly,Brussels,Belgium,False
1982,1935-05-05,Portugal,Spain,3.0,3.0,Friendly,Lisbon,Portugal,False
1983,1935-05-05,Switzerland,Republic of Ireland,1.0,0.0,Friendly,Basel,Switzerland,False
1988,1935-05-12,Belgium,Netherlands,0.0,2.0,Friendly,Brussels,Belgium,False
1989,1935-05-12,Germany,Spain,1.0,2.0,Friendly,Cologne,Germany,False
1991,1935-05-18,Netherlands,England,0.0,1.0,Friendly,Amsterdam,Netherlands,False
1992,1935-05-19,France,Hungary,2.0,0.0,Friendly,Colombes,France,False
1993,1935-05-19,United States,Scotland,1.0,5.0,Friendly,New York,United States,False
1998,1935-05-30,Belgium,Switzerland,2.0,2.0,Friendly,Brussels,Belgium,False
2000,1935-06-09,United States,Scotland,1.0,4.0,Friendly,Newark,United States,False
2009,1935-06-23,Denmark,Norway,1.0,0.0,Nordic Championship,Copenhagen,Denmark,False
2012,1935-06-27,Norway,Germany,1.0,1.0,Friendly,Oslo,Norway,False
2016,1935-07-18,Uruguay,Argentina,1.0,1.0,Friendly,Montevideo,Uruguay,False
2019,1935-08-15,Argentina,Uruguay,3.0,0.0,Friendly,Avellaneda,Argentina,False
2029,1935-09-08,Finland,Norway,1.0,5.0,Nordic Championship,Helsinki,Finland,False
2037,1935-09-22,Norway,Sweden,0.0,2.0,Nordic Championship,Oslo,Norway,False
2043,1935-10-19,Northern Ireland,England,1.0,3.0,British Home Championship,Belfast,Northern Ireland,False
2046,1935-10-27,Switzerland,France,2.0,1.0,Friendly,Geneva,Switzerland,False
2049,1935-11-03,Switzerland,Norway,2.0,0.0,Friendly,Zürich,Switzerland,False
2050,1935-11-10,France,Sweden,2.0,0.0,Friendly,Paris,France,False
2051,1935-11-10,Hungary,Switzerland,6.0,1.0,Friendly,Budapest,Hungary,False
2053,1935-11-17,Belgium,Sweden,5.0,1.0,Friendly,Brussels,Belgium,False
2055,1935-12-04,England,Germany,3.0,0.0,Friendly,London,England,False
2062,1936-01-12,France,Netherlands,1.0,6.0,Friendly,Paris,France,False
2063,1936-01-19,Spain,Austria,4.0,5.0,Friendly,Madrid,Spain,False
2064,1936-01-26,Portugal,Austria,2.0,3.0,Friendly,Porto,Portugal,False
2066,1936-02-05,England,Wales,1.0,2.0,British Home Championship,Wolverhampton,England,False
2067,1936-02-09,France,Czechoslovakia,0.0,3.0,Friendly,Paris,France,False
2068,1936-02-16,Belgium,Poland,0.0,2.0,Friendly,Brussels,Belgium,False
2070,1936-02-23,Spain,Germany,1.0,2.0,Friendly,Barcelona,Spain,False
2071,1936-02-27,Portugal,Germany,1.0,3.0,Friendly,Lisbon,Portugal,False
2072,1936-03-08,France,Belgium,3.0,0.0,Friendly,Colombes,France,False
2075,1936-03-17,Republic of Ireland,Switzerland,1.0,0.0,Friendly,Dublin,Irish Free State,False
2077,1936-03-29,Netherlands,Belgium,8.0,0.0,Friendly,Amsterdam,Netherlands,False
2078,1936-04-04,England,Scotland,1.0,1.0,British Home Championship,London,England,False
2080,1936-04-05,Switzerland,Italy,1.0,2.0,Friendly,Zürich,Switzerland,False
2082,1936-05-03,Belgium,Netherlands,1.0,1.0,Friendly,Brussels,Belgium,False
2084,1936-05-03,Switzerland,Spain,0.0,2.0,Friendly,Bern,Switzerland,False
2085,1936-05-06,Austria,England,2.0,1.0,Friendly,Vienna,Austria,False
2087,1936-05-09,Belgium,England,3.0,2.0,Friendly,Brussels,Belgium,False
2094,1936-05-24,Switzerland,Belgium,1.0,1.0,Friendly,Basel,Switzerland,False
2099,1936-06-18,Norway,Switzerland,1.0,2.0,Friendly,Oslo,Norway,False
2100,1936-06-19,Egypt,Greece,3.0,1.0,Friendly,Cairo,Egypt,False
2101,1936-06-21,Sweden,Switzerland,5.0,2.0,Friendly,Stockholm,Sweden,False
2105,1936-07-05,Sweden,Norway,2.0,0.0,Nordic Championship,Gothenburg,Sweden,False
2109,1936-07-26,Sweden,Norway,3.0,4.0,Friendly,Stockholm,Sweden,False
2110,1936-08-09,Argentina,Uruguay,1.0,0.0,Friendly,Buenos Aires,Argentina,False
2116,1936-09-06,Norway,Finland,0.0,2.0,Nordic Championship,Oslo,Norway,False
2119,1936-09-20,Norway,Denmark,3.0,3.0,Nordic Championship,Oslo,Norway,False
2120,1936-09-20,Uruguay,Argentina,2.0,1.0,Friendly,Montevideo,Uruguay,False
2129,1936-10-17,Wales,England,2.0,1.0,British Home Championship,Cardiff,Wales,False
2131,1936-10-25,Italy,Switzerland,4.0,2.0,Central European International Cup,Milan,Italy,False
2133,1936-11-01,Netherlands,Norway,3.0,3.0,Friendly,Amsterdam,Netherlands,False
2134,1936-11-08,Switzerland,Austria,1.0,3.0,Central European International Cup,Zürich,Switzerland,False
2136,1936-11-18,England,Northern Ireland,3.0,1.0,British Home Championship,Stoke-on-Trent,England,False
2137,1936-12-02,England,Hungary,6.0,2.0,Friendly,London,England,False
2140,1936-12-13,France,Yugoslavia,1.0,0.0,Friendly,Paris,France,False
2143,1936-12-30,Argentina,Chile,2.0,1.0,Copa América,Buenos Aires,Argentina,False
2151,1937-01-09,Argentina,Paraguay,6.0,1.0,Copa América,Buenos Aires,Argentina,False
2156,1937-01-16,Argentina,Peru,1.0,0.0,Copa América,Buenos Aires,Argentina,False
2160,1937-01-23,Argentina,Uruguay,2.0,3.0,Copa América,Buenos Aires,Argentina,False
2161,1937-01-24,France,Austria,1.0,2.0,Friendly,Paris,France,False
2163,1937-01-30,Argentina,Brazil,1.0,0.0,Copa América,Buenos Aires,Argentina,False
2165,1937-02-01,Argentina,Brazil,2.0,0.0,Copa América,Buenos Aires,Argentina,False
2166,1937-02-21,Belgium,France,3.0,1.0,Friendly,Brussels,Belgium,False
2167,1937-02-21,Czechoslovakia,Switzerland,5.0,3.0,Central European International Cup,Prague,Czechoslovakia,False
2168,1937-03-07,Netherlands,Switzerland,2.0,1.0,Friendly,Amsterdam,Netherlands,False
2170,1937-03-21,Germany,France,4.0,0.0,Friendly,Stuttgart,Germany,False
2172,1937-04-04,Belgium,Netherlands,2.0,1.0,Friendly,Antwerp,Belgium,False
2173,1937-04-11,Switzerland,Hungary,1.0,5.0,Central European International Cup,Basel,Switzerland,False
2175,1937-04-17,Scotland,England,3.0,1.0,British Home Championship,Glasgow,Scotland,False
2176,1937-04-18,Belgium,Switzerland,1.0,2.0,Friendly,Brussels,Belgium,False
2178,1937-04-25,Germany,Belgium,1.0,0.0,Friendly,Hanover,Germany,False
2183,1937-05-02,Netherlands,Belgium,1.0,0.0,Friendly,Rotterdam,Netherlands,False
2184,1937-05-02,Switzerland,Germany,0.0,1.0,Friendly,Zürich,Switzerland,False
2188,1937-05-14,Norway,England,0.0,6.0,Friendly,Oslo,Norway,False
2190,1937-05-17,Sweden,England,0.0,4.0,Friendly,Solna,Sweden,False
2191,1937-05-17,Switzerland,Republic of Ireland,0.0,1.0,Friendly,Bern,Switzerland,False
2194,1937-05-20,Finland,England,0.0,8.0,Friendly,Helsinki,Finland,False
2196,1937-05-23,France,Republic of Ireland,0.0,2.0,Friendly,Colombes,France,False
2198,1937-05-27,Norway,Italy,1.0,3.0,Friendly,Oslo,Norway,False
2201,1937-06-06,Yugoslavia,Belgium,1.0,1.0,Friendly,Belgrade,Yugoslavia,False
2203,1937-06-10,Romania,Belgium,2.0,1.0,Friendly,Bucharest,Romania,False
2204,1937-06-13,Denmark,Norway,5.0,1.0,Nordic Championship,Copenhagen,Denmark,False
2216,1937-08-22,Norway,Basque Country,1.0,3.0,Friendly,Oslo,Norway,False
2221,1937-09-05,Finland,Norway,0.0,2.0,Nordic Championship,Helsinki,Finland,False
2225,1937-09-12,Mexico,United States,7.0,2.0,Friendly,Mexico City,Mexico,False
2227,1937-09-19,Austria,Switzerland,4.0,3.0,Central European International Cup,Vienna,Austria,False
2230,1937-09-19,Mexico,United States,7.0,3.0,Friendly,Mexico City,Mexico,False
2231,1937-09-19,Norway,Sweden,3.0,2.0,Nordic Championship,Oslo,Norway,False
2236,1937-10-10,France,Switzerland,2.0,1.0,Friendly,Paris,France,False
2237,1937-10-10,Norway,Republic of Ireland,3.0,2.0,FIFA World Cup qualification,Oslo,Norway,False
2240,1937-10-10,Uruguay,Argentina,0.0,3.0,Copa Newton,Montevideo,Uruguay,False
2244,1937-10-23,Northern Ireland,England,1.0,5.0,British Home Championship,Belfast,Northern Ireland,False
2246,1937-10-24,Germany,Norway,3.0,0.0,Friendly,Berlin,Germany,False
2248,1937-10-31,Netherlands,France,2.0,3.0,Friendly,Amsterdam,Netherlands,False
2249,1937-10-31,Switzerland,Italy,2.0,2.0,Central European International Cup,Geneva,Switzerland,False
2251,1937-11-07,Republic of Ireland,Norway,3.0,3.0,FIFA World Cup qualification,Dublin,Irish Free State,True
2253,1937-11-11,Argentina,Uruguay,5.0,1.0,Copa Lipton,Avellaneda,Argentina,False
2254,1937-11-14,Hungary,Switzerland,2.0,0.0,Central European International Cup,Budapest,Hungary,False
2255,1937-11-17,England,Wales,2.0,1.0,British Home Championship,Middlesbrough,England,False
2258,1937-11-28,Spain,Portugal,1.0,2.0,Friendly,Vigo,Spain,False
2260,1937-12-01,England,Czechoslovakia,5.0,4.0,Friendly,London,England,False
2261,1937-12-05,France,Italy,0.0,0.0,Friendly,Paris,France,False
2266,1938-01-09,Portugal,Hungary,4.0,0.0,Friendly,Lisbon,Portugal,False
2272,1938-01-30,France,Belgium,5.0,3.0,Friendly,Paris,France,False
2273,1938-01-30,Portugal,Spain,1.0,0.0,Friendly,Lisbon,Portugal,False
2274,1938-02-06,Germany,Switzerland,1.0,1.0,Friendly,Cologne,Germany,False
2275,1938-02-10,Mexico,Colombia,3.0,1.0,Central American and Caribbean Games,Panama City,Panama,True
2278,1938-02-14,Panama,Colombia,2.0,4.0,Central American and Caribbean Games,Panama City,Panama,False
2282,1938-02-18,Colombia,Costa Rica,1.0,2.0,Central American and Caribbean Games,Panama City,Panama,True
2287,1938-02-21,Colombia,El Salvador,3.0,2.0,Central American and Caribbean Games,Panama City,Panama,True
2289,1938-02-23,Venezuela,Colombia,2.0,1.0,Central American and Caribbean Games,Panama City,Panama,True
2291,1938-02-27,Netherlands,Belgium,7.0,2.0,Friendly,Rotterdam,Netherlands,False
2293,1938-03-13,Luxembourg,Belgium,2.0,3.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False
2294,1938-03-13,Switzerland,Poland,3.0,3.0,Friendly,Zürich,Switzerland,False
2300,1938-03-24,France,Bulgaria,6.0,1.0,Friendly,Paris,France,False
2304,1938-04-03,Belgium,Netherlands,1.0,1.0,FIFA World Cup qualification,Antwerp,Belgium,False
2305,1938-04-03,Switzerland,Czechoslovakia,4.0,0.0,Central European International Cup,Basel,Switzerland,False
2308,1938-04-09,England,Scotland,0.0,1.0,British Home Championship,London,England,False
2310,1938-04-24,Germany,Portugal,1.0,1.0,Friendly,Frankfurt,Germany,False
2312,1938-05-01,Switzerland,Portugal,2.0,1.0,FIFA World Cup qualification,Milan,Italy,True
2315,1938-05-08,Switzerland,Belgium,0.0,3.0,Friendly,Lausanne,Switzerland,False
2316,1938-05-14,Germany,England,3.0,6.0,Friendly,Berlin,Germany,False
2317,1938-05-15,Italy,Belgium,6.0,1.0,Friendly,Milan,Italy,False
2321,1938-05-21,Switzerland,England,2.0,1.0,Friendly,Zürich,Switzerland,False
2324,1938-05-26,France,England,2.0,4.0,Friendly,Colombes,France,False
2325,1938-05-29,Belgium,Yugoslavia,2.0,2.0,Friendly,Brussels,Belgium,False
2327,1938-05-31,Norway,Estonia,1.0,0.0,Friendly,Oslo,Norway,False
2328,1938-06-04,Germany,Switzerland,1.0,1.0,FIFA World Cup,Paris,France,True
2332,1938-06-05,France,Belgium,3.0,1.0,FIFA World Cup,Colombes,France,False
2334,1938-06-05,Italy,Norway,2.0,1.0,FIFA World Cup,Marseille,France,True
2336,1938-06-09,Germany,Switzerland,2.0,4.0,FIFA World Cup,Paris,France,True
